SaleID,price
200000,1263.3
200001,1743.95
200003,970.6
200006,398.69
200007,3359.9
200008,8264.4
200009,626.29
200013,7632.86
200016,1649.84
200017,8335.52
200020,24730.77
200024,916.14
200025,8210.37
200026,653.38
200027,12433.14
200028,4040.28
200029,8022.87
200030,17650.37
200031,13869.42
200033,12903.07
200035,2021.71
200036,14656.82
200037,5654.17
200038,1594.02
200041,25280.94
200042,424.01
200043,7973.14
200046,17819.85
200047,17364.37
200051,4370.56
200052,2529.08
200055,10480.97
200056,7585.55
200057,3419.47
200058,987.44
200060,8737.48
200063,8433.46
200064,1370.78
200065,1784.93
200067,10343.58
200072,6643.31
200075,16234.24
200076,2836.64
200078,335.17
200083,426.92
200084,1268.98
200088,3175.14
200092,1671.98
200093,16823.78
200094,6627.25
200096,2473.46
200097,1214.35
200099,18535.53
200100,21498.41
200103,10996.89
200105,4046.37
200106,8034.53
200108,14772.62
200110,899.48
200111,1977.53
200112,1795.86
200114,2204.79
200115,1321.62
200116,14448.04
200117,15942.33
200119,213.96
200121,2630.35
200123,2401.27
200125,629.99
200127,15437.94
200129,5991.57
200132,1463.56
200133,2680.06
200136,3931.38
200138,10013.35
200142,6916.13
200144,1355.63
200145,6249.77
200147,4501.17
200151,5557.65
200152,615.27
200154,7319.17
200155,2571.6
200156,16367.07
200157,8380.59
200158,10000.0
200160,6771.45
200161,7327.62
200162,6588.6
200165,14800.32
200166,25748.44
200167,3841.29
200169,748.5
200170,2587.33
200172,1915.63
200176,8515.7
200178,5333.63
200179,3483.99
200181,18077.63
200182,4365.37
200183,1733.11
200185,3281.28
200187,6149.01
200188,11987.44
200189,11754.8
200190,3846.98
200191,2718.4
200192,1159.42
200193,4369.45
200194,7269.34
200195,2272.02
200201,7899.14
200204,7982.51
200205,5277.92
200207,5789.65
200208,5593.27
200211,5596.89
200212,7838.32
200213,9628.91
200214,20932.12
200215,7550.39
200216,3246.02
200217,1223.18
200221,7242.22
200223,882.72
200224,13204.5
200226,1220.78
200232,1116.14
200233,7553.99
200235,7952.6
200236,11779.59
200238,7269.51
200239,9059.77
200240,25276.69
200241,10919.85
200244,6542.15
200246,3821.39
200247,1144.02
200249,10870.79
200250,28057.3
200251,10542.93
200252,871.75
200253,10225.67
200254,11206.58
200255,8147.35
200256,3383.27
200258,3777.46
200259,8197.08
200261,4445.15
200262,3012.33
200263,9481.89
200265,5703.99
200266,694.66
200267,14375.2
200268,7142.24
200271,2617.86
200272,1978.26
200275,13825.34
200276,2393.18
200277,2920.66
200280,1942.98
200281,915.81
200283,6781.62
200285,5089.57
200287,12428.25
200288,12236.47
200289,3204.69
200290,6327.52
200292,2186.17
200293,9563.56
200294,6138.93
200295,1471.45
200296,3058.13
200297,7036.97
200298,1363.26
200299,4576.86
200300,5440.03
200301,5804.47
200302,1511.19
200303,6934.22
200306,1749.66
200310,1094.68
200311,1537.26
200312,10891.03
200314,4858.62
200321,28205.03
200324,25202.27
200325,5825.04
200326,2117.78
200329,8024.93
200331,1522.45
200332,12269.77
200333,1232.44
200334,585.2
200335,1876.65
200336,1424.8
200339,13997.47
200342,6223.72
200344,5639.34
200345,6530.48
200347,11906.97
200348,9641.69
200349,731.03
200351,2191.91
200352,709.52
200353,1970.29
200354,3295.75
200355,525.11
200356,6049.99
200357,2580.63
200358,3017.24
200359,10227.37
200362,2044.82
200363,1540.28
200364,7933.47
200367,5918.86
200369,5362.59
200370,972.86
200371,10828.47
200373,1246.07
200375,1176.29
200377,1823.82
200381,3783.69
200383,2305.8
200384,2688.25
200385,792.86
200387,4389.28
200388,7377.34
200390,363.21
200393,2942.86
200394,4823.54
200397,988.77
200398,2075.39
200399,966.62
200402,1552.59
200403,4165.33
200409,11302.98
200410,7970.89
200413,10984.92
200415,9163.31
200417,1562.45
200419,17841.73
200420,18919.62
200423,1154.29
200427,18066.95
200428,1334.37
200429,4513.05
200430,3625.69
200431,2749.16
200433,16389.073333333334
200435,5306.26
200436,9579.82
200439,961.15
200440,1424.26
200441,1297.49
200443,6853.93
200444,1309.24
200445,2759.46
200447,6758.86
200448,14525.47
200449,1093.48
200451,1032.8
200453,3256.12
200454,1059.86
200459,4157.96
200460,3020.96
200463,8272.25
200465,9566.6
200468,2204.47
200470,9736.8
200474,1777.62
200475,3897.51
200476,13859.62
200478,4779.24
200482,1509.84
200484,2336.0
200485,4459.79
200486,5138.15
200488,1041.46
200490,8970.79
200491,8521.53
200493,106.31
200496,375.7
200497,531.11
200498,18039.36
200500,5901.25
200503,491.48
200504,2772.44
200505,6017.64
200507,3603.66
200508,1933.24
200509,1295.62
200510,9274.35
200511,10042.61
200512,25107.97
200513,14966.58
200514,12646.0
200515,673.13
200516,22824.91
200519,15819.36
200520,1689.63
200521,23460.35
200525,481.11
200528,3643.95
200530,6525.37
200532,1071.42
200533,20477.53
200538,3155.84
200541,2784.39
200546,6637.22
200547,4434.38
200548,4195.03
200552,11699.14
200554,12507.73
200555,2261.64
200559,1383.25
200561,4115.18
200562,20857.42
200564,10531.78
200565,26475.69
200566,8382.8
200567,1916.48
200568,9577.96
200570,1909.18
200571,3512.76
200572,10955.28
200573,16204.1
200574,986.14
200575,1437.46
200576,982.59
200577,821.75
200578,21188.75
200582,6487.91
200583,978.89
200584,17792.62
200585,6991.3
200586,4362.67
200588,4012.76
200589,2454.85
200591,9457.28
200592,3850.41
200593,9942.3
200594,9297.9
200596,4680.66
200598,10786.69
200599,3867.99
200600,7054.98
200601,10085.35
200602,10212.49
200604,10207.66
200606,4268.34
200608,9346.86
200611,11889.89
200612,9983.94
200616,3299.68
200617,2158.79
200620,2886.26
200621,10786.19
200623,17448.59
200625,1084.07
200628,5526.71
200630,2011.87
200633,5582.58
200634,2359.69
200635,4935.25
200637,18168.11
200638,1531.92
200639,1781.2
200640,1207.96
200642,978.78
200643,6855.63
200644,22425.46
200645,2416.61
200646,6273.23
200647,9315.27
200649,6019.9
200650,4778.92
200651,4896.96
200652,481.42
200653,7116.76
200655,14677.29
200656,1572.61
200657,4419.71
200659,2900.79
200660,8308.12
200661,9171.93
200662,2032.4
200664,1914.7
200665,5735.12
200666,1917.9
200667,11606.98
200673,14868.93
200674,6207.73
200675,5983.67
200676,5103.54
200677,8792.84
200678,2190.52
200680,6760.34
200681,2948.0
200683,57.34
200687,3417.54
200688,778.61
200690,1694.69
200691,5673.68
200693,6519.44
200696,6641.34
200697,3644.17
200698,28490.04
200700,1728.68
200702,1111.7
200703,7778.06
200706,3925.66
200707,2277.41
200708,807.62
200709,2472.8
200710,632.62
200712,12573.5
200713,12203.61
200716,1943.27
200717,1232.08
200720,2736.62
200721,1792.0
200723,4222.47
200724,1002.03
200725,1743.35
200729,3917.83
200730,1354.56
200731,4870.68
200732,898.98
200734,1968.56
200735,1094.75
200736,17993.41
200738,2136.16
200740,7986.81
200741,2701.51
200742,7661.08
200744,2497.97
200747,1394.8
200750,13700.05
200753,4721.27
200754,2571.01
200755,3025.88
200756,4502.99
200760,17006.36
200761,3623.43
200763,2663.01
200764,974.34
200765,13910.18
200766,780.94
200767,1159.24
200769,14283.85
200772,5047.07
200774,12960.48
200777,3892.43
200778,2006.5
200781,4977.58
200782,749.84
200786,4768.82
200787,3921.11
200788,9094.34
200791,4169.88
200792,3157.63
200793,4178.26
200794,28364.0
200795,4914.75
200798,5679.78
200799,22751.82
200800,2723.45
200805,6195.17
200808,3059.78
200809,2158.78
200810,3003.73
200812,4029.2
200814,1091.34
200815,1140.3
200817,1346.13
200818,6294.35
200819,5189.59
200820,779.12
200821,4216.44
200823,3274.0
200825,12096.25
200827,1755.18
200828,10500.0
200829,12398.35
200830,7727.65
200831,3966.29
200832,6651.0
200835,1336.48
200838,1392.33
200839,6037.65
200840,3802.56
200841,7594.86
200842,3286.57
200843,3733.46
200846,5822.43
200847,3305.22
200848,959.97
200849,13969.66
200850,1298.05
200851,9614.15
200853,5922.04
200854,13990.29
200856,3518.14
200858,18468.35
200859,2147.27
200860,7506.31
200861,1402.66
200862,12688.92
200865,27864.21
200868,2363.84
200870,13417.7
200871,1963.63
200872,9582.87
200874,1494.58
200875,3217.18
200876,6105.93
200878,8595.41
200884,1428.56
200886,6973.94
200888,1154.46
200889,2501.02
200890,1721.98
200891,829.55
200892,5740.94
200894,929.02
200896,3335.42
200897,1809.22
200898,13500.38
200899,4318.53
200900,6608.24
200901,3058.52
200904,1063.93
200905,1931.5
200911,800.33
200913,3873.76
200915,3187.49
200916,1720.64
200917,14166.48
200920,1339.23
200921,6031.94
200923,15709.45
200926,706.24
200927,301.52
200930,13048.53
200931,2044.6
200932,1044.9
200933,19135.58
200934,7332.66
200935,1949.33
200936,6229.74
200937,28233.26
200938,11841.57
200939,3519.53
200941,366.1
200943,2108.49
200944,19457.93
200945,1877.33
200946,1278.82
200947,858.93
200948,9179.72
200949,17966.06
200950,5235.95
200951,7875.43
200952,13368.16
200953,1943.59
200955,19645.02
200956,4796.06
200957,2986.51
200958,1280.17
200959,1091.03
200961,5262.84
200962,8835.48
200966,1862.68
200967,4370.49
200968,3996.85
200969,3629.16
200971,1221.5
200973,10469.4
200974,18283.3
200976,29921.14
200977,13159.58
200978,2520.82
200980,9876.19
200988,287.37
200989,1529.46
200991,1282.42
200992,2898.48
200995,2456.08
200998,1484.82
200999,8913.49
201001,8224.9
201003,14578.08
201004,389.93
201005,637.5
201007,1768.9
201008,6161.31
201009,4602.24
201011,13150.26
201012,3597.11
201015,5359.23
201018,2522.9
201019,12070.75
201020,7558.85
201023,30789.32
201025,2583.25
201026,4657.54
201027,4910.96
201029,1741.49
201032,593.52
201035,4553.35
201036,1169.8
201038,1383.9
201040,1494.06
201041,357.9
201042,3620.0
201044,6186.35
201045,3838.23
201046,2140.37
201047,815.17
201048,6527.78
201049,660.82
201051,1200.87
201054,2773.11
201055,4036.34
201059,10204.98
201063,24800.07
201064,2167.47
201065,931.94
201066,1327.65
201067,17051.25
201068,13402.06
201070,24556.19
201072,2480.28
201073,2372.44
201074,22315.07
201077,7270.93
201079,9681.59
201081,17916.49
201082,5543.42
201086,13184.99
201087,1773.89
201088,6546.4
201090,7659.71
201092,7174.35
201093,1567.49
201094,6308.72
201096,3009.5
201098,5215.21
201100,1949.8
201101,8587.54
201102,2465.13
201103,2866.75
201105,5968.43
201107,992.92
201108,2008.49
201109,7219.86
201111,3787.27
201112,11446.666666666664
201113,6810.57
201114,4426.32
201115,22493.94
201118,1283.75
201119,4993.66
201120,3364.73
201122,8020.99
201127,11000.0
201128,7869.07
201129,22341.68
201130,3404.33
201131,3777.9
201132,4780.58
201133,1616.96
201134,7479.71
201136,5824.09
201140,11429.06
201142,1722.68
201143,7762.84
201144,2552.21
201145,7212.27
201146,3506.7
201147,3136.15
201150,3675.94
201154,7021.29
201155,4232.68
201156,1591.68
201158,1376.21
201159,1590.92
201160,651.36
201161,2750.0
201162,654.1
201163,8208.14
201165,1390.63
201167,706.56
201168,835.63
201170,12825.59
201171,7037.71
201172,12847.77
201175,1032.04
201177,1824.07
201178,4224.77
201179,935.68
201181,13865.36
201183,3008.32
201184,2614.38
201185,2522.85
201186,804.89
201187,13529.18
201188,3460.46
201190,2387.46
201191,10548.88
201193,966.56
201195,4182.58
201196,8312.07
201197,6015.76
201198,5017.9
201199,986.22
201202,20445.41
201204,2522.11
201205,2087.89
201206,3870.98
201207,3774.67
201208,10628.52
201210,6477.47
201211,208.27
201215,1374.6
201218,1859.76
201220,2817.17
201222,3545.85
201223,9708.18
201227,3323.52
201228,1999.13
201229,13716.19
201230,2698.01
201231,5316.35
201232,18265.63
201233,4865.46
201234,28591.12
201237,14554.4
201239,10522.23
201240,1062.93
201241,6864.82
201244,8626.76
201245,4668.66
201249,6950.55
201251,5525.6
201252,1498.65
201253,7316.06
201255,9246.74
201256,29591.16
201257,1280.43
201258,8927.98
201261,6335.11
201263,5535.23
201265,1099.08
201266,279.17
201267,550.5
201269,7447.79
201270,1610.1
201271,6077.87
201272,7097.65
201274,1478.46
201275,6794.41
201276,3208.42
201278,11433.76
201279,3942.29
201280,3703.0
201281,1144.71
201282,2800.05
201283,1632.35
201286,1665.76
201287,463.43
201291,6058.87
201292,4377.94
201293,3403.12
201295,5046.24
201297,2166.77
201301,4118.49
201302,14032.39
201303,2712.38
201304,9079.67
201305,4326.43
201306,8195.43
201307,1148.63
201309,3133.57
201311,5092.77
201312,29604.4
201314,3193.8
201315,1175.82
201316,2430.75
201319,2155.51
201321,867.5
201322,9240.86
201324,5947.86
201330,17006.18
201331,3671.95
201332,8393.72
201333,15386.12
201334,1697.44
201335,15578.66
201337,9490.47
201340,13125.59
201344,7588.26
201346,16077.05
201348,557.94
201350,3709.77
201354,6977.6
201355,8264.4
201356,11599.71
201357,8828.82
201359,5861.81
201360,1866.37
201362,10037.02
201363,10013.13
201366,14152.81
201367,17921.56
201368,3001.02
201369,5649.94
201370,13956.61
201373,1387.26
201374,8726.87
201375,1279.4
201376,720.66
201377,5998.24
201379,14430.37
201385,8415.38
201386,3475.84
201387,7868.57
201389,3052.92
201390,33877.28
201392,1989.39
201393,2080.82
201394,7963.39
201395,15620.21
201397,9514.5
201398,6787.42
201399,2454.35
201400,1412.84
201401,3115.17
201403,12298.7
201404,3516.32
201405,1960.42
201406,28789.21
201407,23646.47333333333
201409,10467.53
201412,6679.64
201415,1674.5
201417,1011.28
201419,15747.38
201421,10818.31
201425,939.68
201426,1042.41
201427,3589.9
201428,4588.91
201429,1926.77
201431,11065.14
201432,957.49
201433,2037.88
201434,507.07
201435,3616.62
201436,3806.27
201440,6231.68
201441,16884.2
201442,4222.53
201443,8349.97
201444,666.19
201446,2407.0
201447,7408.78
201448,2762.38
201449,16390.36
201451,719.1
201452,8155.63
201455,4176.86
201456,4200.56
201459,5425.63
201460,1545.75
201463,5177.25
201465,10999.63
201467,2736.75
201468,7032.15
201469,2552.48
201470,6073.25
201471,987.82
201472,588.22
201473,14471.03
201476,1626.28
201478,2747.31
201480,1312.26
201481,11953.18
201482,41985.39
201483,9180.95
201484,1354.07
201487,1158.34
201488,14451.54
201489,2809.79
201491,1153.07
201493,5193.5
201494,1067.96
201497,18840.93
201501,23930.3
201503,1640.44
201504,10938.31
201505,1048.14
201506,15989.05
201507,6954.24
201511,2784.21
201512,1790.12
201514,831.92
201515,3740.05
201517,4055.08
201518,3584.51
201520,4501.74
201521,1932.46
201522,51113.03
201523,11709.91
201524,2073.99
201525,7668.54
201530,15660.23
201531,18484.08
201532,4600.66
201533,15116.0
201535,18751.32
201537,1018.93
201538,639.08
201540,27644.04
201541,735.17
201543,19700.16
201544,228.17
201547,9549.19
201549,3939.95
201550,4200.15
201552,4604.79
201553,9727.92
201554,3253.49
201556,2898.77
201560,521.38
201562,6054.66
201564,987.49
201566,18021.03
201567,960.71
201570,3424.14
201573,1594.52
201574,360.86
201575,8869.06
201576,489.86
201578,6539.67
201579,5649.28
201581,1202.59
201583,3226.74
201584,1681.12
201585,2504.34
201587,1133.45
201588,847.41
201589,823.75
201592,22458.61
201593,1008.95
201594,1138.01
201597,5553.1
201598,485.69
201602,1968.05
201603,8219.43
201605,3788.4
201607,100.83
201608,8810.8
201610,13864.42
201611,16329.55
201612,28177.32
201616,7712.38
201618,1522.89
201619,1610.15
201620,2482.63
201621,3357.84
201622,693.39
201625,2495.19
201626,7875.68
201629,29064.17
201631,8800.9
201632,1163.44
201633,3841.29
201634,10454.13
201635,8671.82
201636,8961.65
201637,8983.65
201638,4633.0
201640,2878.92
201641,12893.55
201642,11888.61
201643,392.41
201644,2840.76
201645,693.62
201646,11338.54
201647,2501.27
201651,7990.14
201652,13522.44
201654,15161.39
201658,995.13
201659,4017.18
201660,11725.03
201661,4809.02
201662,2797.14
201663,1043.68
201664,3063.87
201666,3675.26
201667,3885.78
201670,8601.05
201677,7917.44
201678,5111.6
201679,2552.55
201680,4889.52
201682,4545.98
201685,701.18
201686,12992.84
201687,3346.11
201688,3264.01
201690,7773.66
201691,2003.28
201692,7902.73
201693,1847.58
201694,9619.27
201697,744.01
201700,4856.54
201701,12747.4
201703,15170.99
201704,5106.06
201705,1844.58
201707,28842.35
201708,1552.09
201710,11494.84
201711,1262.38
201713,3213.33
201714,22566.87
201715,6868.19
201717,12915.42
201718,36034.13
201719,1820.22
201721,2515.45
201722,7001.63
201725,1417.47
201726,13906.8
201727,1090.8
201728,546.45
201729,2228.31
201731,12631.05
201732,3228.73
201734,867.98
201737,20535.48
201738,4499.65
201739,1514.31
201740,651.32
201745,1403.94
201747,4257.63
201748,3415.56
201749,12905.87
201750,1891.25
201752,5322.19
201754,10785.79
201755,15424.08
201759,1817.68
201760,1174.69
201761,19020.8
201764,3878.71
201765,7139.86
201766,1474.64
201768,24365.79
201770,22842.52
201773,10988.27
201778,2173.73
201779,3461.67
201780,23146.84
201783,3495.75
201786,872.94
201787,5920.73
201788,1586.82
201789,1866.2
201792,2755.703333333334
201794,441.93
201795,6171.95
201796,1080.43
201797,25868.79
201798,1353.66
201799,8970.4
201800,935.67
201802,544.92
201804,6252.85
201806,2236.34
201807,4033.41
201811,13581.87
201812,2333.18
201813,2933.12
201816,4230.29
201817,3230.66
201818,13289.62
201820,12047.08
201821,1515.6
201822,1011.8
201823,22122.17
201824,3268.37
201825,8435.1
201826,1433.4
201827,2797.45
201828,4875.94
201831,3086.11
201832,1946.3
201833,748.53
201834,7744.9
201835,4811.42
201839,826.36
201840,32570.2
201841,6991.69
201843,10021.62
201844,21942.28
201845,2120.02
201846,22645.18
201847,3072.61
201851,2677.07
201853,9828.69
201855,4553.53
201857,11694.53
201860,1669.09
201861,7165.42
201863,505.25
201864,6751.82
201865,4922.97
201866,728.7
201868,7341.46
201870,9455.23
201871,16909.13
201875,2286.11
201877,2652.32
201879,3251.24
201880,497.46
201881,2950.83
201883,1093.71
201884,6227.17
201888,7563.7
201889,3102.59
201891,1899.85
201895,6916.81
201898,10510.6
201899,573.51
201903,8932.3
201904,368.55
201906,10887.82
201907,842.46
201910,5708.53
201911,2869.11
201912,1754.87
201914,4002.06
201915,2316.35
201918,6593.14
201919,4027.39
201922,16996.93
201927,21941.99
201929,461.06
201931,17237.5
201933,4646.0
201935,29685.08
201936,1608.23
201937,10350.19
201938,10454.44
201939,44995.61
201940,1468.48
201942,8062.18
201943,972.39
201944,1811.2
201945,6867.73
201946,1261.35
201947,21641.86
201951,1525.83
201954,14653.86
201955,7343.29
201958,945.2
201961,5429.23
201963,2371.23
201964,11706.61
201965,5614.27
201968,3642.23
201969,5914.5
201970,10801.61
201971,4410.94
201972,15989.51
201974,10724.13
201975,2610.47
201976,5306.53
201977,3600.91
201978,11349.54
201979,3047.23
201981,15541.11
201982,8416.53
201983,8096.67
201984,2891.21
201986,4065.98
201988,3157.89
201989,3601.87
201991,7593.13
201992,2001.42
